tweet_id,favorites,retweets,user_followers,user_favourites,date_time
871879754684805121,37637,11126,7478598,140165,2017-06-06 00:01:46
871762521631449091,20091,3461,7478598,140165,2017-06-05 16:15:56
871515927908634625,20037,3442,7478598,140165,2017-06-04 23:56:03
871166179821445120,0,5685,7478598,140165,2017-06-04 00:46:17
871102520638267392,20759,5488,7478598,140165,2017-06-03 20:33:19
871032628920680449,22481,3810,7478598,140165,2017-06-03 15:55:36
870804317367881728,33352,6191,7478598,140165,2017-06-03 00:48:22
870726314365509632,119,3,7478598,140165,2017-06-02 19:38:25
870656317836468226,12332,2639,7478598,140165,2017-06-02 15:00:16
870374049280663552,82174,26205,7478598,140165,2017-06-01 20:18:38
870308999962521604,21703,4151,7478598,140165,2017-06-01 16:00:09
870063196459192321,36452,8349,7478598,140165,2017-05-31 23:43:25
869772420881756160,42181,10043,7478598,140165,2017-05-31 04:27:59
869702957897576449,28103,6357,7478598,140165,2017-05-30 23:51:58
869596645499047938,15903,3139,7478598,140165,2017-05-30 16:49:31
869227993411051520,20344,3794,7478598,140165,2017-05-29 16:24:37
868880397819494401,65405,14533,7478598,140165,2017-05-28 17:23:24
868639477480148993,0,2104,7478598,140165,2017-05-28 01:26:04
868622495443632128,26756,5400,7478598,140165,2017-05-28 00:18:35
868552278524837888,10106,2104,7478598,140165,2017-05-27 19:39:34
867900495410671616,24143,4202,7478598,140165,2017-05-26 00:29:37
867774946302451713,33950,7377,7478598,140165,2017-05-25 16:10:44
867421006826221569,16096,2525,7478598,140165,2017-05-24 16:44:18
867072653475098625,0,121,7478598,140165,2017-05-23 17:40:04
867051520902168576,32219,7924,7478598,140165,2017-05-23 16:16:06
866720684873056260,20076,4853,7478598,140165,2017-05-22 18:21:28
866686824827068416,19344,3517,7478598,140165,2017-05-22 16:06:55
866450705531457537,122371,35589,7478598,140165,2017-05-22 00:28:40
866334964761202691,52658,14597,7478598,140165,2017-05-21 16:48:45
866094527597207552,0,8455,7478598,140165,2017-05-21 00:53:21
865718153858494464,25673,5675,7478598,140165,2017-05-19 23:57:46
865359393868664832,26545,5057,7478598,140165,2017-05-19 00:12:11
865006731092295680,28086,7773,7478598,140165,2017-05-18 00:50:50
864873206498414592,32396,8814,7478598,140165,2017-05-17 16:00:15
864279568663928832,14683,3076,7478598,140165,2017-05-16 00:41:21
864197398364647424,30284,9061,7478598,140165,2017-05-15 19:14:50
863907417377173506,20719,4204,7479201,140169,2017-05-15 00:02:33
863553081350529029,15374,4236,7478598,140165,2017-05-14 00:34:33
863471782782697472,0,2490,7478598,140165,2017-05-13 19:11:30
863432100342583297,23949,5343,7478598,140165,2017-05-13 16:33:49
863427515083354112,2279,99,7478598,140165,2017-05-13 16:15:35
863079547188785154,8820,1118,7478598,140165,2017-05-12 17:12:53
863062471531167744,8574,2490,7478598,140165,2017-05-12 16:05:02
862831371563274240,19287,5170,7478598,140165,2017-05-12 00:46:44
862722525377298433,17174,3584,7478598,140165,2017-05-11 17:34:13
862457590147678208,20689,5039,7478598,140165,2017-05-11 00:01:27
862096992088072192,75110,23708,7478598,140165,2017-05-10 00:08:34
861383897657036800,36356,10898,7478598,140165,2017-05-08 00:54:59
861288531465048066,17331,4236,7478598,140165,2017-05-07 18:36:02
861005113778896900,16844,3873,7479201,140169,2017-05-06 23:49:50
860981674716409858,0,2201,7478598,140165,2017-05-06 22:16:42
860924035999428608,0,839,7478598,140165,2017-05-06 18:27:40
860563773140209665,7573,2201,7478598,140165,2017-05-05 18:36:06
860524505164394496,23851,5387,7478598,140165,2017-05-05 16:00:04
860276583193509888,18476,3550,7478598,140165,2017-05-04 23:34:55
860184849394610176,16856,5962,7478598,140165,2017-05-04 17:30:24
860177593139703809,0,31547,7478598,140165,2017-05-04 17:01:34
859924526012018688,19745,4187,7478598,140165,2017-05-04 00:15:58
859851578198683649,15564,3588,7478598,140165,2017-05-03 19:26:06
859607811541651456,18790,1610,7478598,140165,2017-05-03 03:17:27
859196978902773760,91007,30946,7478598,140165,2017-05-02 00:04:57
859074603037188101,34293,13940,7478598,140165,2017-05-01 15:58:40
858860390427611136,0,8352,7478598,140165,2017-05-01 01:47:28
858843525470990336,15728,3561,7478598,140165,2017-05-01 00:40:27
858471635011153920,21765,4974,7478598,140165,2017-04-30 00:02:42
858107933456039936,15922,2995,7478598,140165,2017-04-28 23:57:28
857989990357356544,16339,2648,7478598,140165,2017-04-28 16:08:49
857746408056729600,34752,10937,7478598,140165,2017-04-28 00:00:54
857393404942143489,5996,1690,7478598,140165,2017-04-27 00:38:11
857263160327368704,20305,4655,7478598,140165,2017-04-26 16:00:39
857214891891077121,232,18,7478598,140165,2017-04-26 12:48:51
857062103051644929,0,177,7478598,140165,2017-04-26 02:41:43
857029823797047296,19240,4125,7478598,140165,2017-04-26 00:33:27
856602993587888130,0,11028,7478598,140165,2017-04-24 20:17:23
856543823941562368,16521,2969,7478598,140165,2017-04-24 16:22:16
856526610513747968,12031,1941,7478598,140165,2017-04-24 15:13:52
856330835276025856,0,702,7478598,140165,2017-04-24 02:15:55
856288084350160898,527,17,7478598,140165,2017-04-23 23:26:03
856282028240666624,28199,6526,7478598,140165,2017-04-23 23:01:59
855862651834028034,352,28,7478598,140165,2017-04-22 19:15:32
855860136149123072,5129,1064,7478598,140165,2017-04-22 19:05:32
855857698524602368,12065,2185,7478598,140165,2017-04-22 18:55:51
855851453814013952,46261,18309,7478598,140165,2017-04-22 18:31:02
855818117272018944,27105,5618,7478598,140165,2017-04-22 16:18:34
855459453768019968,30526,8510,7478598,140165,2017-04-21 16:33:22
855245323840757760,0,6204,7478598,140165,2017-04-21 02:22:29
855138241867124737,0,47,7478598,140165,2017-04-20 19:16:59
854732716440526848,23337,6350,7478598,140165,2017-04-19 16:25:34
854482394044301312,29985,7144,7478598,140165,2017-04-18 23:50:52
854365224396361728,19345,4880,7478598,140165,2017-04-18 16:05:17
854120357044912130,32724,7803,7478598,140165,2017-04-17 23:52:16
854010172552949760,16592,3289,7478598,140165,2017-04-17 16:34:26
853760880890318849,29308,6055,7478598,140165,2017-04-17 00:03:50
853639147608842240,35757,10586,7478598,140165,2017-04-16 16:00:07
853299958564483072,15943,3733,7478598,140165,2017-04-15 17:32:18
852936405516943360,0,2105,7478598,140165,2017-04-14 17:27:40
852912242202992640,9303,1922,7478598,140165,2017-04-14 15:51:39
852672615818899456,15337,2260,7478598,140165,2017-04-13 23:59:28
852553447878664193,16836,3687,7478598,140165,2017-04-13 16:05:56
852311364735569921,34069,10369,7478598,140165,2017-04-13 00:03:59
852226086759018497,20586,7133,7478598,140165,2017-04-12 18:25:07
852189679701164033,11804,1665,7478598,140165,2017-04-12 16:00:27
851953902622658560,0,10124,7478598,140165,2017-04-12 00:23:33
851861385021730816,0,23,7478598,140165,2017-04-11 18:15:55
851591660324737024,16709,3646,7478598,140165,2017-04-11 00:24:08
851464819735769094,25046,7439,7478598,140165,2017-04-10 16:00:07
851224888060895234,21351,6018,7478598,140165,2017-04-10 00:06:42
850753642995093505,32055,9779,7478598,140165,2017-04-08 16:54:09
850380195714523136,13497,2758,7478598,140165,2017-04-07 16:10:12
850333567704068097,3546,352,7478598,140165,2017-04-07 13:04:55
850145622816686080,16883,4039,7478598,140165,2017-04-07 00:38:06
850019790995546112,21162,5166,7478598,140165,2017-04-06 16:18:05
849776966551130114,31534,8022,7478598,140165,2017-04-06 00:13:11
849668094696017920,0,5238,7478598,140165,2017-04-05 17:00:34
849412302885593088,16439,3320,7478598,140165,2017-04-05 00:04:08
849336543269576704,11827,1993,7478598,140165,2017-04-04 19:03:06
849051919805034497,44026,9008,7478598,140165,2017-04-04 00:12:06
848690551926992896,26136,4566,7478598,140165,2017-04-03 00:16:10
848324959059550208,25678,4870,7478598,140165,2017-04-02 00:03:26
848213670039564288,8478,789,7478598,140165,2017-04-01 16:41:12
848212111729840128,16945,3254,7478598,140165,2017-04-01 16:35:01
847978865427394560,0,3449,7478598,140165,2017-04-01 01:08:10
847971574464610304,0,454,7478598,140165,2017-04-01 00:39:12
847962785489326080,24418,5405,7478598,140165,2017-04-01 00:04:17
847842811428974592,5690,1423,7478598,140165,2017-03-31 16:07:33
847617282490613760,7285,451,7478598,140165,2017-03-31 01:11:22
847606175596138505,19513,3599,7478598,140165,2017-03-31 00:27:14
847251039262605312,21263,4559,7478598,140165,2017-03-30 00:56:03
847157206088847362,20763,6214,7478598,140165,2017-03-29 18:43:12
847116187444137987,22285,3395,7478598,140165,2017-03-29 16:00:12
846874817362120707,20901,4171,7478598,140165,2017-03-29 00:01:05
846514051647705089,46488,12329,7478598,140165,2017-03-28 00:07:32
846505985330044928,14708,3286,7478598,140165,2017-03-27 23:35:28
846153765933735936,33012,9637,7478598,140165,2017-03-27 00:15:53
846139713627017216,32156,10491,7478598,140165,2017-03-26 23:20:02
846042936437604353,16655,3080,7478598,140165,2017-03-26 16:55:29
845812042753855489,30549,9306,7478598,140165,2017-03-26 01:38:00
845677943972139009,26167,5088,7478598,140165,2017-03-25 16:45:08
845397057150107648,7959,1926,7478598,140165,2017-03-24 22:08:59
845306882940190720,24318,5743,7478598,140165,2017-03-24 16:10:40
845098359547420673,0,8168,7478598,140165,2017-03-24 02:22:04
844979544864018432,14224,2754,7478598,140165,2017-03-23 18:29:57
844973813909606400,15776,3426,7478598,140165,2017-03-23 18:07:10
844704788403113984,40416,11028,7478598,140165,2017-03-23 00:18:10
844580511645339650,17200,3353,7478598,140165,2017-03-22 16:04:20
844223788422217728,14237,2343,7479201,140169,2017-03-21 16:26:50
843981021012017153,15801,3118,7478598,140165,2017-03-21 00:22:10
843856843873095681,22358,4939,7478598,140165,2017-03-20 16:08:44
843604394117681152,17650,2941,7478598,140165,2017-03-19 23:25:35
843235543001513987,22461,6460,7479201,140169,2017-03-18 22:59:54
842846295480000512,15909,3842,7478598,140165,2017-03-17 21:13:10
842765311967449089,7055,1360,7478598,140165,2017-03-17 15:51:22
842535590457499648,18929,3743,7478598,140165,2017-03-17 00:38:32
842163532590374912,25619,6204,7479201,140169,2017-03-16 00:00:07
842115215311396866,14663,3242,7478598,140165,2017-03-15 20:48:07
841833993020538882,0,16409,7478598,140165,2017-03-15 02:10:39
841680585030541313,26843,8298,7478598,140165,2017-03-14 16:01:03
841439858740625411,13224,3927,7478598,140165,2017-03-14 00:04:30
841320156043304961,20679,5812,7478598,140165,2017-03-13 16:08:50
841314665196081154,16575,5024,7478598,140165,2017-03-13 15:47:01
841077006473256960,23981,5685,7478598,140165,2017-03-13 00:02:39
840761248237133825,0,1878,7478598,140165,2017-03-12 03:07:56
840728873075638272,0,17354,7478598,140165,2017-03-12 00:59:17
840698636975636481,188,2,7478598,140165,2017-03-11 22:59:09
840696689258311684,12891,1050,7478598,140165,2017-03-11 22:51:24
840632337062862849,9409,1878,7478598,140165,2017-03-11 18:35:42
840370681858686976,17267,4883,7478598,140165,2017-03-11 01:15:58
840268004936019968,20216,6148,7478598,140165,2017-03-10 18:27:58
839990271299457024,14088,2465,7478599,140165,2017-03-10 00:04:21
839549326359670784,28891,8352,7478599,140165,2017-03-08 18:52:12
839290600511926273,0,154,7478599,140165,2017-03-08 01:44:07
839239871831150596,28575,7021,7478599,140165,2017-03-07 22:22:32
838952994649550848,20600,4263,7478599,140165,2017-03-07 03:22:35
838921590096166913,11730,2231,7478599,140165,2017-03-07 01:17:48
838916489579200512,0,36,7478599,140165,2017-03-07 00:57:32
838831947270979586,0,11883,7478599,140165,2017-03-06 19:21:35
838561493054533637,11468,1423,7478599,140165,2017-03-06 01:26:54
838476387338051585,23748,5179,7478599,140165,2017-03-05 19:48:43
838201503651401729,0,10849,7478599,140165,2017-03-05 01:36:26
838150277551247360,1770,354,7478599,140165,2017-03-04 22:12:52
838085839343206401,149,0,7478599,140165,2017-03-04 17:56:49
838083903487373313,18542,3393,7478599,140165,2017-03-04 17:49:08
837820167694528512,35945,8455,7478599,140165,2017-03-04 00:21:08
837482249356513284,4032,476,7478599,140165,2017-03-03 01:58:22
837471256429613056,13455,2467,7478599,140165,2017-03-03 01:14:41
837366284874571778,22230,5700,7478599,140165,2017-03-02 18:17:34
837110210464448512,16854,2575,7478599,140165,2017-03-02 01:20:01
836989968035819520,13396,2472,7478599,140165,2017-03-01 17:22:13
836753516572119041,20234,4973,7478599,140165,2017-03-01 01:42:39
836677758902222849,13274,2393,7478599,140165,2017-02-28 20:41:37
836648853927522308,0,591,7478599,140165,2017-02-28 18:46:45
836397794269200385,0,29775,7478599,140165,2017-02-28 02:09:08
836380477523124226,15495,3185,7478599,140165,2017-02-28 01:00:19
836260088725786625,22396,4625,7478599,140165,2017-02-27 17:01:56
836001077879255040,20128,4626,7478599,140165,2017-02-26 23:52:43
835685285446955009,0,8797,7478599,140165,2017-02-26 02:57:52
835574547218894849,18746,3907,7478599,140165,2017-02-25 19:37:50
835536468978302976,0,1839,7478599,140165,2017-02-25 17:06:32
835309094223372289,0,22688,7478599,140165,2017-02-25 02:03:02
835297930240217089,17294,3230,7478599,140165,2017-02-25 01:18:40
835264098648616962,8163,1839,7478599,140165,2017-02-24 23:04:14
835246439529840640,2202,78,7478599,140165,2017-02-24 21:54:03
835172783151792128,27536,6196,7478599,140165,2017-02-24 17:01:22
835152434251116546,23663,3255,7478599,140165,2017-02-24 15:40:31
834931633769889797,11426,1784,7478599,140165,2017-02-24 01:03:08
834786237630337024,22295,5914,7478599,140165,2017-02-23 15:25:23
834574053763584002,14441,2736,7478599,140165,2017-02-23 01:22:14
834477809192075265,0,11528,7478600,140165,2017-02-22 18:59:48
834458053273591808,10121,1810,7478600,140165,2017-02-22 17:41:18
834209720923721728,21729,5169,7478600,140165,2017-02-22 01:14:30
834167344700198914,16620,3929,7478600,140165,2017-02-21 22:26:07
834089966724603904,10594,2293,7478600,140165,2017-02-21 17:18:39
834086379323871233,13780,2398,7478600,140165,2017-02-21 17:04:24
833863086058651648,14142,2601,7478600,140165,2017-02-21 02:17:06
833826103416520705,16193,3718,7478600,140165,2017-02-20 23:50:09
833732339549220864,0,233,7478600,140165,2017-02-20 17:37:34
833722901757046785,21840,3470,7478600,140165,2017-02-20 17:00:04
833479644947025920,15683,2238,7478600,140165,2017-02-20 00:53:27
833124694597443584,21303,5238,7478600,140165,2017-02-19 01:23:00
832998151111966721,14034,2398,7478600,140165,2017-02-18 17:00:10
832769181346996225,0,40,7478600,140165,2017-02-18 01:50:19
832757312314028032,17760,3921,7478600,140165,2017-02-18 01:03:09
832682457690300417,12538,3175,7478600,140165,2017-02-17 20:05:43
832645525019123713,3082,563,7478600,140165,2017-02-17 17:38:57
832636094638288896,16755,3031,7478600,140165,2017-02-17 17:01:29
832397543355072512,12615,2407,7478600,140165,2017-02-17 01:13:34
832369877331693569,18123,3449,7478600,140165,2017-02-16 23:23:38
832273440279240704,11944,2523,7478600,140165,2017-02-16 17:00:25
832215909146226688,0,6703,7479203,140169,2017-02-16 13:11:49
832215726631055365,0,10164,7478600,140165,2017-02-16 13:11:05
832088576586297345,70,2,7478600,140165,2017-02-16 04:45:50
832040443403784192,0,10525,7478600,140165,2017-02-16 01:34:34
832032802820481025,18830,5032,7478600,140165,2017-02-16 01:04:13
831939777352105988,25364,6646,7478600,140165,2017-02-15 18:54:34
831926988323639298,361,35,7478600,140165,2017-02-15 18:03:45
831911600680497154,29225,7060,7478600,140165,2017-02-15 17:02:36
831670449226514432,11041,1963,7478600,140165,2017-02-15 01:04:21
831650051525054464,7587,2105,7478600,140165,2017-02-14 23:43:18
831552930092285952,9518,2485,7478600,140165,2017-02-14 17:17:22
831322785565769729,9714,1655,7478600,140165,2017-02-14 02:02:51
831315979191906304,6897,1210,7478600,140165,2017-02-14 01:35:49
831309418084069378,12395,2642,7478600,140165,2017-02-14 01:09:44
831262627380748289,12591,2224,7478600,140165,2017-02-13 22:03:49
830956169170665475,8433,1620,7478600,140165,2017-02-13 01:46:03
830583320585068544,70792,18265,7478600,140165,2017-02-12 01:04:29
830173239259324417,0,6191,7478600,140165,2017-02-10 21:54:58
830097400375152640,10388,3262,7478600,140165,2017-02-10 16:53:37
829878982036299777,0,5444,7478600,140165,2017-02-10 02:25:42
829861396166877184,12934,2125,7478600,140165,2017-02-10 01:15:49
829501995190984704,33598,11528,7478600,140165,2017-02-09 01:27:41
829449946868879360,11073,2204,7478600,140165,2017-02-08 22:00:52
829374341691346946,36641,10124,7478600,140165,2017-02-08 17:00:26
829141528400556032,25944,8051,7478600,140165,2017-02-08 01:35:19
829011960981237760,56126,17622,7478600,140165,2017-02-07 17:00:28
828801551087042563,0,3694,7478600,140165,2017-02-07 03:04:22
828770345708580865,27079,6375,7478600,140165,2017-02-07 01:00:22
828708714936930305,38792,12205,7479203,140169,2017-02-06 20:55:28
828650029636317184,10061,1463,7478600,140165,2017-02-06 17:02:17
828409743546925057,6660,1251,7478600,140165,2017-02-06 01:07:28
828408677031882754,8106,1396,7478600,140165,2017-02-06 01:03:14
828381636999917570,13379,2417,7478600,140165,2017-02-05 23:15:47
828376505180889089,7818,1154,7478600,140165,2017-02-05 22:55:23
828372645993398273,13275,3198,7478600,140165,2017-02-05 22:40:03
828361771580813312,2322,184,7478600,140165,2017-02-05 21:56:51
828046555563323392,12455,3109,7478600,140165,2017-02-05 01:04:17
828011680017821696,10989,2338,7478600,140165,2017-02-04 22:45:42
827933404142436356,21350,5685,7478600,140165,2017-02-04 17:34:40
827653905312006145,16353,3269,7478600,140165,2017-02-03 23:04:02
827600520311402496,7851,1032,7478600,140165,2017-02-03 19:31:54
827324948884643840,16825,3335,7478600,140165,2017-02-03 01:16:53
827199976799354881,11215,2440,7478600,140165,2017-02-02 17:00:17
826958653328592898,22885,5444,7478600,140165,2017-02-02 01:01:21
826848821049180160,38696,11128,7478600,140165,2017-02-01 17:44:55
826615380357632002,0,4300,7478600,140165,2017-02-01 02:17:19
826598799820865537,5429,277,7478600,140165,2017-02-01 01:11:25
826598365270007810,10700,2556,7478600,140165,2017-02-01 01:09:42
826476773533745153,19549,4568,7478600,140165,2017-01-31 17:06:32
826240494070030336,14087,2814,7478600,140165,2017-01-31 01:27:39
826204788643753985,5180,1015,7478600,140165,2017-01-30 23:05:46
826115272272650244,16640,3414,7478600,140165,2017-01-30 17:10:04
825876512159186944,11115,2036,7478600,140165,2017-01-30 01:21:19
825829644528148480,13535,2711,7478600,140165,2017-01-29 22:15:05
825535076884762624,55314,18736,7478600,140165,2017-01-29 02:44:34
825147591692263424,19445,4986,7478600,140165,2017-01-28 01:04:51
825120256414846976,0,1398,7478600,140165,2017-01-27 23:16:13
825026590719483904,6744,1398,7478600,140165,2017-01-27 17:04:02
824796380199809024,0,5993,7478600,140165,2017-01-27 01:49:15
824775126675836928,15912,3841,7479204,140169,2017-01-27 00:24:48
824663926340194305,10701,1893,7478601,140165,2017-01-26 17:02:56
824325613288833024,12522,11316,7478601,140165,2017-01-25 18:38:36
824297048279236611,16001,4220,7478601,140165,2017-01-25 16:45:05
824025158776213504,5079,645,7478601,140165,2017-01-24 22:44:42
823939628516474880,11325,2959,7478601,140165,2017-01-24 17:04:50
823719002937630720,0,12260,7478601,140165,2017-01-24 02:28:08
823699002998870016,13376,2641,7478601,140165,2017-01-24 01:08:40
823581115634085888,13865,2887,7478601,140165,2017-01-23 17:20:14
823333489516937216,741,28,7478601,140165,2017-01-23 00:56:15
823322678127919110,16744,4385,7478601,140165,2017-01-23 00:13:17
823269594223824897,0,10760,7478601,140165,2017-01-22 20:42:21
822975315408461824,18391,3757,7478601,140165,2017-01-22 01:12:59
822872901745569793,140888,47905,7478601,140165,2017-01-21 18:26:02
822859134160621569,14064,2492,7478601,140165,2017-01-21 17:31:20
822647212903690241,0,7010,7478601,140165,2017-01-21 03:29:14
822610361945911296,15723,3239,7478601,140165,2017-01-21 01:02:48
822489057087389700,19327,7010,7478601,140165,2017-01-20 17:00:46
822462944365645825,30333,16027,7478601,140165,2017-01-20 15:17:01
822244816520155136,37299,10760,7478601,140165,2017-01-20 00:50:15
822163064745328640,0,5257,7478601,140165,2017-01-19 19:25:24
821886076407029760,12098,2561,7478601,140165,2017-01-19 01:04:45
821813639212650496,0,3652,7478601,140165,2017-01-18 20:16:54
821765923262631936,8976,1819,7478601,140165,2017-01-18 17:07:18
821522889702862852,8547,1934,7478601,140165,2017-01-18 01:01:34
821421320206483457,0,6125,7478601,140165,2017-01-17 18:17:58
821407182352777218,12549,4759,7478601,140165,2017-01-17 17:21:47
821153421864615936,271,10,7478601,140165,2017-01-17 00:33:26
821149554670182400,9297,2203,7478601,140165,2017-01-17 00:18:04
821107785811234820,10218,2330,7478601,140165,2017-01-16 21:32:06
821044531881721856,13504,2506,7478601,140165,2017-01-16 17:20:45
820837357901512704,0,7331,7478601,140165,2017-01-16 03:37:31
820749716845686786,33642,10849,7478601,140165,2017-01-15 21:49:15
820690176645140481,13017,3532,7478601,140165,2017-01-15 17:52:40
820494788566847489,0,620,7478601,140165,2017-01-15 04:56:16
